date,amount,vendor,location,transaction_type
2024-01-04,5736,Amazon,Mumbai,Online
2024-02-26,78674,Unknown,Pune,Online
2024-01-01,1789,Amazon,Pune,Transfer
2024-02-19,8425,Flipkart,Bangalore,Transfer
2024-01-17,2229,Flipkart,Pune,Transfer
2024-01-24,589,Flipkart,Pune,Online
2024-01-04,60906,Unknown,Pune,Food
2024-02-26,6778,Amazon,Mumbai,Transfer
2024-02-23,5798,Flipkart,Delhi,Online
2024-02-08,6276,Swiggy,Bangalore,Transfer
2024-02-29,1522,Zomato,Mumbai,Online
2024-02-14,2163,Amazon,Mumbai,Food
2024-01-14,5795,Swiggy,Delhi,Online
2024-01-08,76000,Unknown,Pune,Food
2024-02-04,2581,Zomato,Bangalore,Transfer
2024-02-09,163130,Unknown,Mumbai,Food
2024-02-22,244295,Unknown,Mumbai,Transfer
2024-01-15,6793,Flipkart,Delhi,Online
2024-02-27,535,Amazon,Bangalore,Food
2024-02-26,8568,Amazon,Mumbai,Food
2024-02-13,285358,Unknown,Delhi,Online
2024-01-26,195084,Unknown,Mumbai,Food
2024-02-19,6691,Flipkart,Pune,Food
2024-01-29,204397,Unknown,Bangalore,Online
2024-01-10,1987,Amazon,Bangalore,Transfer
2024-01-25,554,Amazon,Pune,Food
2024-02-25,2033,Swiggy,Pune,Food
2024-01-02,6834,Flipkart,Pune,Online
2024-02-16,204328,Unknown,Mumbai,Online
2024-02-13,8565,Zomato,Pune,Online
2024-01-15,3147,Zomato,Pune,Food
2024-01-09,200195,Unknown,Mumbai,Food
2024-01-15,9348,Swiggy,Mumbai,Transfer
2024-02-12,1298,Amazon,Mumbai,Food
2024-01-22,6342,Flipkart,Pune,Online
2024-02-16,206943,Unknown,Bangalore,Online
2024-02-07,1803,Zomato,Pune,Transfer
2024-01-24,283036,Unknown,Pune,Transfer
2024-02-02,3055,Swiggy,Bangalore,Transfer
2024-01-05,7135,Swiggy,Delhi,Online
2024-02-05,1284,Zomato,Delhi,Online
2024-02-13,96683,Unknown,Mumbai,Transfer
2024-01-16,6282,Zomato,Bangalore,Online
2024-02-25,183165,Unknown,Delhi,Transfer
2024-02-11,8809,Amazon,Pune,Transfer
2024-01-19,6761,Zomato,Mumbai,Online
2024-01-21,1192,Amazon,Pune,Transfer
2024-02-02,4485,Zomato,Pune,Online
2024-02-14,1571,Zomato,Pune,Online
2024-02-24,2810,Flipkart,Bangalore,Food
2024-02-18,1715,Swiggy,Mumbai,Food
2024-02-09,4690,Zomato,Pune,Transfer
2024-02-23,5583,Flipkart,Mumbai,Transfer
2024-01-21,176672,Unknown,Mumbai,Transfer
2024-01-16,5465,Zomato,Pune,Transfer
2024-02-22,5145,Swiggy,Bangalore,Food
2024-01-10,6113,Zomato,Bangalore,Online
2024-01-09,2198,Swiggy,Bangalore,Online
2024-01-16,5346,Amazon,Bangalore,Food
2024-01-16,2245,Flipkart,Delhi,Online
2024-02-12,2121,Flipkart,Pune,Online
2024-01-19,5946,Amazon,Delhi,Online
2024-01-11,5857,Zomato,Mumbai,Online
2024-02-05,954,Zomato,Bangalore,Online
2024-01-21,9568,Zomato,Mumbai,Transfer
2024-01-10,9978,Swiggy,Pune,Transfer
2024-02-04,818,Swiggy,Mumbai,Online
2024-01-13,255980,Unknown,Bangalore,Food
2024-01-08,4654,Amazon,Delhi,Online
2024-02-02,3360,Flipkart,Bangalore,Food
2024-02-08,3994,Swiggy,Mumbai,Food
2024-01-08,5406,Flipkart,Mumbai,Food
2024-01-13,4112,Flipkart,Delhi,Online
2024-01-21,6798,Flipkart,Mumbai,Food
2024-01-03,2995,Swiggy,Delhi,Online
2024-02-07,7563,Amazon,Mumbai,Transfer
2024-02-05,8177,Amazon,Delhi,Online
2024-01-29,8149,Swiggy,Delhi,Transfer
2024-02-28,60132,Unknown,Mumbai,Food
2024-02-09,9009,Swiggy,Pune,Transfer
2024-01-29,6364,Flipkart,Delhi,Transfer
2024-02-17,2376,Zomato,Mumbai,Food
2024-02-29,5349,Zomato,Pune,Food
2024-02-28,206186,Unknown,Bangalore,Transfer
2024-02-15,3238,Swiggy,Pune,Transfer
2024-01-19,9569,Flipkart,Delhi,Online
2024-01-07,5825,Amazon,Bangalore,Food
2024-01-24,8327,Amazon,Pune,Online
2024-02-07,6232,Flipkart,Pune,Food
2024-01-05,1208,Swiggy,Mumbai,Online
2024-02-12,219440,Unknown,Delhi,Food
2024-01-16,5357,Zomato,Mumbai,Online
2024-01-22,6778,Amazon,Bangalore,Transfer
2024-01-24,4131,Swiggy,Delhi,Transfer
2024-01-30,5997,Swiggy,Pune,Online
2024-01-13,4451,Amazon,Delhi,Transfer
2024-02-02,504,Amazon,Delhi,Online
2024-02-21,195476,Unknown,Bangalore,Transfer
2024-02-19,6181,Zomato,Pune,Online
2024-02-04,7080,Flipkart,Mumbai,Transfer
2024-01-16,4504,Zomato,Pune,Food
2024-01-17,247121,Unknown,Delhi,Transfer
2024-02-04,5825,Swiggy,Delhi,Transfer
2024-02-13,4099,Swiggy,Delhi,Transfer
2024-01-15,6529,Swiggy,Mumbai,Transfer
2024-01-24,5023,Zomato,Pune,Online
2024-01-15,8781,Flipkart,Mumbai,Online
2024-02-09,894,Zomato,Mumbai,Transfer
2024-02-18,9158,Swiggy,Delhi,Online
2024-02-25,6928,Amazon,Bangalore,Online
2024-02-23,1867,Amazon,Delhi,Transfer
2024-01-27,9414,Flipkart,Mumbai,Transfer
2024-01-20,219336,Unknown,Delhi,Transfer
2024-01-19,74912,Unknown,Pune,Online
2024-01-13,5206,Flipkart,Pune,Online
2024-02-11,214419,Unknown,Bangalore,Online
2024-02-09,9736,Swiggy,Delhi,Online
2024-02-23,5956,Zomato,Mumbai,Online
2024-02-22,1639,Flipkart,Mumbai,Online
2024-02-28,6534,Zomato,Mumbai,Food
2024-01-27,1347,Swiggy,Delhi,Online
2024-02-24,6762,Amazon,Delhi,Online
2024-01-06,4942,Amazon,Mumbai,Online
2024-01-08,6464,Swiggy,Pune,Transfer
2024-02-22,5747,Zomato,Bangalore,Online
2024-01-21,7421,Amazon,Mumbai,Online
2024-01-07,6294,Zomato,Mumbai,Transfer
2024-01-13,594,Zomato,Delhi,Food
2024-01-15,99805,Unknown,Pune,Online
2024-02-02,4264,Swiggy,Mumbai,Transfer
2024-01-26,4124,Zomato,Mumbai,Transfer
2024-01-09,1698,Swiggy,Delhi,Transfer
2024-01-31,8677,Zomato,Delhi,Transfer
2024-02-24,8960,Amazon,Pune,Online
2024-01-18,8907,Flipkart,Delhi,Transfer
2024-01-07,796,Amazon,Pune,Food
2024-01-17,5784,Swiggy,Pune,Online
2024-01-15,274969,Unknown,Mumbai,Food
2024-02-08,6360,Amazon,Bangalore,Transfer
2024-01-10,62128,Unknown,Delhi,Transfer
2024-02-26,2114,Zomato,Pune,Food
2024-02-10,9323,Amazon,Mumbai,Food
2024-01-23,3836,Swiggy,Bangalore,Food
2024-02-20,3596,Amazon,Pune,Online
2024-01-28,1019,Flipkart,Pune,Transfer
2024-01-05,2127,Flipkart,Pune,Online
2024-01-29,7793,Flipkart,Bangalore,Food
2024-01-05,9263,Amazon,Pune,Transfer
2024-02-15,7909,Flipkart,Mumbai,Transfer
2024-01-26,1692,Amazon,Pune,Online
2024-01-28,4552,Flipkart,Mumbai,Transfer
2024-02-29,8337,Zomato,Bangalore,Transfer
2024-01-17,217192,Unknown,Delhi,Food
2024-02-20,5639,Swiggy,Mumbai,Transfer
2024-02-14,5551,Zomato,Delhi,Online
2024-01-19,5137,Flipkart,Bangalore,Food
2024-02-02,8069,Swiggy,Mumbai,Online
2024-02-02,5071,Zomato,Delhi,Transfer
2024-02-04,217799,Unknown,Delhi,Transfer
2024-01-19,8909,Swiggy,Bangalore,Food
2024-02-28,9349,Swiggy,Mumbai,Transfer
2024-02-18,980,Swiggy,Bangalore,Online
2024-02-26,9476,Zomato,Mumbai,Food
2024-02-01,94070,Unknown,Bangalore,Transfer
2024-01-29,4060,Swiggy,Delhi,Transfer
2024-01-11,994,Amazon,Mumbai,Food
2024-01-14,7194,Flipkart,Mumbai,Food
2024-02-24,100353,Unknown,Delhi,Transfer
2024-02-16,7538,Zomato,Pune,Transfer
2024-01-12,5658,Swiggy,Bangalore,Online
2024-01-14,223753,Unknown,Delhi,Transfer
2024-01-14,1245,Flipkart,Delhi,Online
2024-02-17,6897,Zomato,Delhi,Food
2024-02-10,9523,Flipkart,Delhi,Online
2024-01-30,8447,Flipkart,Delhi,Online
2024-01-31,2005,Amazon,Pune,Transfer
2024-01-15,208597,Unknown,Delhi,Transfer
2024-01-24,2672,Zomato,Delhi,Online
2024-02-19,9054,Zomato,Bangalore,Online
2024-01-05,9446,Flipkart,Pune,Online
2024-02-14,820,Zomato,Bangalore,Online
2024-01-18,204687,Unknown,Pune,Online
2024-01-13,7793,Amazon,Delhi,Food
2024-02-14,2134,Amazon,Pune,Food
2024-02-20,8681,Swiggy,Pune,Food
2024-02-20,5449,Amazon,Delhi,Transfer
2024-02-05,8050,Swiggy,Bangalore,Transfer
2024-01-16,8884,Flipkart,Delhi,Food
2024-02-28,1712,Swiggy,Pune,Online
2024-02-27,203961,Unknown,Mumbai,Transfer
2024-02-02,8751,Zomato,Pune,Food
2024-01-05,857,Amazon,Bangalore,Food
2024-02-21,1668,Flipkart,Pune,Online
2024-02-11,205430,Unknown,Pune,Online
2024-02-05,7008,Flipkart,Pune,Transfer
2024-02-14,240971,Unknown,Pune,Transfer
2024-02-18,9296,Flipkart,Bangalore,Online
2024-02-16,58320,Unknown,Delhi,Food
2024-02-10,4703,Swiggy,Bangalore,Online
2024-01-09,3908,Amazon,Pune,Transfer
2024-01-06,6432,Swiggy,Mumbai,Food
2024-02-08,4064,Zomato,Delhi,Food
2024-01-09,3857,Zomato,Mumbai,Food
2024-01-03,7854,Swiggy,Pune,Food
2024-02-02,3775,Flipkart,Mumbai,Transfer
2024-02-25,2645,Flipkart,Pune,Food
2024-01-20,3531,Zomato,Pune,Transfer
2024-01-26,3095,Swiggy,Delhi,Online
2024-01-29,3913,Flipkart,Pune,Food
2024-01-04,121408,Unknown,Pune,Online
2024-01-03,259522,Unknown,Mumbai,Transfer
2024-02-04,1455,Zomato,Mumbai,Food
2024-02-06,9413,Flipkart,Bangalore,Food
2024-02-16,6806,Amazon,Bangalore,Online
2024-01-20,8483,Amazon,Mumbai,Food
2024-01-09,5006,Zomato,Bangalore,Food
2024-03-01,2894,Flipkart,Delhi,Online
2024-01-14,112900,Unknown,Pune,Transfer
2024-01-17,6526,Zomato,Mumbai,Transfer
2024-01-28,5138,Zomato,Mumbai,Online
2024-01-13,154877,Unknown,Bangalore,Online
2024-01-13,2986,Flipkart,Pune,Online
2024-01-15,4710,Amazon,Delhi,Food
2024-02-04,96179,Unknown,Delhi,Online
2024-01-19,5995,Flipkart,Mumbai,Transfer
2024-01-02,9037,Swiggy,Bangalore,Transfer
2024-01-30,6468,Swiggy,Mumbai,Online
2024-01-02,6819,Amazon,Pune,Food
2024-01-15,58385,Unknown,Pune,Food
2024-01-31,7065,Flipkart,Pune,Online
2024-01-24,6706,Amazon,Pune,Transfer
2024-01-23,133465,Unknown,Bangalore,Food
2024-01-21,8798,Amazon,Pune,Transfer
2024-02-05,835,Flipkart,Pune,Transfer
2024-01-29,9257,Zomato,Bangalore,Food
2024-02-13,1985,Flipkart,Mumbai,Food
2024-02-05,4326,Amazon,Bangalore,Transfer
2024-01-03,6116,Swiggy,Mumbai,Transfer
2024-01-02,5036,Amazon,Delhi,Transfer
2024-02-12,5661,Zomato,Pune,Transfer
2024-01-16,5868,Swiggy,Bangalore,Food
2024-02-17,2581,Swiggy,Pune,Food
2024-01-23,1746,Zomato,Pune,Online
2024-02-18,232175,Unknown,Mumbai,Transfer
2024-01-13,7517,Swiggy,Bangalore,Food
2024-02-02,4116,Zomato,Bangalore,Food
2024-02-17,1563,Amazon,Bangalore,Online
2024-01-25,2340,Amazon,Delhi,Food
2024-02-14,122575,Unknown,Delhi,Transfer
2024-01-07,9713,Zomato,Mumbai,Transfer
2024-01-08,7040,Amazon,Bangalore,Transfer
2024-02-28,1634,Flipkart,Bangalore,Food
2024-02-06,4194,Amazon,Pune,Transfer
2024-02-04,7458,Swiggy,Delhi,Online
2024-01-16,6858,Amazon,Pune,Food
2024-02-25,6661,Flipkart,Delhi,Food
2024-02-24,4096,Zomato,Bangalore,Food
2024-02-12,4344,Swiggy,Mumbai,Online
2024-02-02,206647,Unknown,Bangalore,Transfer
2024-01-17,55582,Unknown,Delhi,Food
2024-03-01,4554,Flipkart,Mumbai,Transfer
2024-01-26,8377,Zomato,Pune,Food
2024-01-12,6050,Swiggy,Bangalore,Transfer
2024-01-11,2656,Flipkart,Pune,Food
2024-02-29,8516,Flipkart,Delhi,Food
2024-01-06,9800,Amazon,Bangalore,Food
2024-01-23,7420,Zomato,Mumbai,Food
2024-01-07,702,Flipkart,Bangalore,Food
2024-02-21,3662,Swiggy,Pune,Transfer
2024-02-28,8756,Flipkart,Delhi,Transfer
2024-02-23,9251,Flipkart,Delhi,Transfer
2024-02-25,1998,Amazon,Delhi,Online
2024-01-23,7540,Swiggy,Mumbai,Food
2024-02-08,9537,Zomato,Delhi,Food
2024-01-02,5864,Zomato,Delhi,Online
2024-01-09,2400,Flipkart,Mumbai,Food
2024-01-21,1892,Amazon,Bangalore,Food
2024-01-26,1531,Flipkart,Pune,Online
2024-02-16,7117,Amazon,Delhi,Food
2024-01-09,1326,Flipkart,Delhi,Food
2024-01-02,1793,Flipkart,Mumbai,Transfer
2024-01-22,4505,Swiggy,Delhi,Online
2024-01-16,6586,Zomato,Delhi,Online
2024-02-03,3718,Flipkart,Mumbai,Transfer
2024-01-12,3529,Zomato,Bangalore,Online
2024-02-10,9300,Flipkart,Bangalore,Transfer
2024-02-26,155640,Unknown,Pune,Transfer
2024-01-12,4487,Amazon,Pune,Online
2024-02-03,5585,Amazon,Delhi,Food
2024-02-20,2810,Zomato,Delhi,Food
2024-02-16,4447,Amazon,Pune,Food
2024-01-01,9029,Flipkart,Bangalore,Transfer
2024-01-21,5003,Zomato,Mumbai,Transfer
2024-02-05,3492,Amazon,Bangalore,Food
2024-02-13,7995,Flipkart,Bangalore,Transfer
2024-02-27,6887,Swiggy,Bangalore,Transfer
2024-02-29,7616,Flipkart,Mumbai,Online
2024-01-31,781,Amazon,Mumbai,Food
2024-02-14,4628,Zomato,Delhi,Food
2024-01-06,85766,Unknown,Pune,Transfer
2024-02-28,3371,Swiggy,Mumbai,Food
2024-01-15,9521,Flipkart,Delhi,Online
2024-02-15,5140,Amazon,Delhi,Online
2024-01-22,4690,Amazon,Pune,Transfer
2024-02-26,4520,Zomato,Mumbai,Online
2024-02-12,5855,Zomato,Delhi,Online
2024-01-01,252320,Unknown,Bangalore,Online
2024-01-10,3522,Amazon,Pune,Online
2024-02-27,4242,Swiggy,Pune,Online
2024-01-08,7447,Zomato,Pune,Transfer
2024-02-05,127595,Unknown,Pune,Online
2024-01-25,3515,Zomato,Delhi,Online
2024-02-19,7346,Flipkart,Mumbai,Online
2024-01-09,827,Zomato,Pune,Transfer
2024-02-16,5855,Flipkart,Mumbai,Food
2024-01-12,5432,Flipkart,Mumbai,Online
2024-02-29,243674,Unknown,Pune,Transfer
2024-01-14,9058,Swiggy,Bangalore,Transfer
2024-02-17,6451,Amazon,Mumbai,Transfer
2024-02-26,1720,Flipkart,Bangalore,Transfer
2024-01-15,8073,Flipkart,Mumbai,Online
2024-02-24,4564,Flipkart,Pune,Online
2024-02-16,162983,Unknown,Pune,Transfer
2024-01-21,6060,Amazon,Delhi,Food
2024-02-19,5223,Zomato,Delhi,Online
2024-02-10,9655,Flipkart,Delhi,Transfer
2024-02-19,8380,Swiggy,Bangalore,Transfer
2024-01-04,1365,Amazon,Pune,Food
2024-02-12,9180,Amazon,Mumbai,Online
2024-02-22,6449,Swiggy,Bangalore,Food
2024-02-17,5987,Flipkart,Mumbai,Food
2024-01-14,4159,Zomato,Pune,Online
2024-01-19,3235,Zomato,Pune,Online
2024-01-03,6150,Swiggy,Mumbai,Online
2024-02-27,2610,Swiggy,Pune,Food
2024-01-27,2244,Flipkart,Delhi,Transfer
2024-01-07,74790,Unknown,Bangalore,Food
2024-01-18,3099,Amazon,Bangalore,Online
2024-02-06,7155,Zomato,Delhi,Food
2024-01-08,3019,Swiggy,Bangalore,Food
2024-01-13,3789,Flipkart,Bangalore,Online
2024-01-30,2402,Swiggy,Mumbai,Food
2024-02-29,5672,Swiggy,Delhi,Online
2024-01-06,6727,Zomato,Delhi,Transfer
2024-02-18,9778,Flipkart,Mumbai,Food
2024-01-09,5463,Amazon,Pune,Transfer
2024-02-26,5271,Amazon,Pune,Transfer
2024-02-16,4149,Swiggy,Pune,Online
2024-02-12,7900,Zomato,Mumbai,Transfer
2024-02-26,774,Swiggy,Mumbai,Online
2024-02-23,61572,Unknown,Bangalore,Transfer
2024-01-23,1334,Flipkart,Bangalore,Online
2024-01-26,3408,Amazon,Pune,Food
2024-02-12,62232,Unknown,Pune,Online
2024-02-21,4438,Swiggy,Bangalore,Online
2024-01-25,6845,Amazon,Pune,Online
2024-01-22,5070,Swiggy,Delhi,Food
2024-02-28,8745,Zomato,Delhi,Food
2024-01-01,3360,Amazon,Bangalore,Transfer
2024-01-08,4289,Flipkart,Mumbai,Online
2024-01-18,1929,Amazon,Bangalore,Food
2024-01-10,1226,Zomato,Mumbai,Online
2024-01-21,60989,Unknown,Delhi,Transfer
2024-02-01,1682,Zomato,Bangalore,Online
2024-02-01,8871,Zomato,Mumbai,Transfer
2024-02-22,9375,Zomato,Pune,Food
2024-02-29,5396,Swiggy,Pune,Transfer
2024-01-06,2163,Zomato,Pune,Food
2024-01-24,4276,Zomato,Delhi,Transfer
2024-02-08,138859,Unknown,Delhi,Online
2024-01-15,1038,Flipkart,Delhi,Online
2024-02-29,1064,Amazon,Mumbai,Online
2024-01-16,9413,Swiggy,Delhi,Online
2024-01-08,6164,Flipkart,Pune,Food
2024-02-25,2649,Swiggy,Mumbai,Transfer
2024-01-15,1458,Swiggy,Mumbai,Food
2024-02-05,5735,Amazon,Delhi,Food
2024-02-17,150761,Unknown,Mumbai,Transfer
2024-02-20,289824,Unknown,Mumbai,Transfer
2024-02-28,82760,Unknown,Pune,Transfer
2024-02-03,7590,Swiggy,Pune,Online
2024-01-30,6646,Zomato,Mumbai,Online
2024-02-13,115605,Unknown,Mumbai,Transfer
2024-01-05,267529,Unknown,Mumbai,Food
2024-01-26,7850,Flipkart,Mumbai,Online
2024-02-24,4533,Flipkart,Delhi,Online
2024-01-20,4056,Amazon,Delhi,Food
2024-02-04,9434,Swiggy,Delhi,Food
2024-01-20,6087,Swiggy,Mumbai,Online
2024-02-14,6495,Amazon,Pune,Online
2024-02-12,201953,Unknown,Pune,Online
2024-01-18,5439,Swiggy,Delhi,Transfer
2024-02-07,8247,Flipkart,Pune,Online
2024-01-06,2582,Flipkart,Delhi,Online
2024-02-26,160271,Unknown,Delhi,Food
2024-01-29,5794,Swiggy,Delhi,Food
2024-02-11,140543,Unknown,Bangalore,Online
2024-02-22,9013,Flipkart,Pune,Online
2024-01-05,1919,Zomato,Pune,Transfer
2024-01-30,4785,Amazon,Delhi,Transfer
2024-02-17,169943,Unknown,Delhi,Food
2024-01-15,5441,Flipkart,Mumbai,Food
2024-01-15,3049,Flipkart,Mumbai,Online
2024-01-24,8895,Zomato,Delhi,Transfer
2024-01-08,2831,Zomato,Bangalore,Online
2024-02-03,3092,Zomato,Mumbai,Transfer
2024-02-15,9168,Amazon,Mumbai,Online
2024-01-05,2721,Swiggy,Pune,Online
2024-01-09,8759,Amazon,Pune,Food
2024-02-11,228365,Unknown,Mumbai,Food
2024-01-17,91184,Unknown,Pune,Food
2024-01-14,148908,Unknown,Mumbai,Online
2024-01-07,6404,Flipkart,Mumbai,Transfer
2024-02-05,285460,Unknown,Pune,Online
2024-02-18,4885,Amazon,Bangalore,Transfer
2024-02-11,9936,Zomato,Delhi,Online
2024-02-05,8355,Swiggy,Mumbai,Transfer
2024-01-11,5162,Flipkart,Bangalore,Food
2024-02-15,194610,Unknown,Bangalore,Food
2024-02-20,286344,Unknown,Delhi,Online
2024-01-25,9139,Flipkart,Pune,Online
2024-02-16,239168,Unknown,Delhi,Online
2024-02-02,290229,Unknown,Pune,Online
2024-01-21,6234,Zomato,Delhi,Transfer
2024-01-08,9829,Amazon,Pune,Transfer
2024-02-13,2046,Amazon,Bangalore,Food
2024-01-10,172243,Unknown,Mumbai,Food
2024-01-01,2764,Flipkart,Delhi,Online
2024-02-28,7456,Zomato,Mumbai,Transfer
2024-02-29,5913,Swiggy,Pune,Food
2024-01-27,255579,Unknown,Pune,Food
2024-02-15,9323,Amazon,Bangalore,Food
2024-01-09,4750,Flipkart,Pune,Online
2024-02-22,9404,Zomato,Pune,Online
2024-02-13,181300,Unknown,Bangalore,Transfer
2024-01-12,3702,Amazon,Pune,Online
2024-02-20,199840,Unknown,Bangalore,Online
2024-01-04,8028,Zomato,Bangalore,Transfer
2024-01-02,3791,Flipkart,Delhi,Transfer
2024-02-21,102582,Unknown,Bangalore,Online
2024-02-12,997,Swiggy,Delhi,Food
2024-02-05,4341,Flipkart,Delhi,Transfer
2024-02-12,7674,Flipkart,Bangalore,Food
2024-01-15,149752,Unknown,Delhi,Transfer
2024-01-09,9643,Flipkart,Mumbai,Food
2024-01-01,6878,Flipkart,Bangalore,Food
2024-02-05,962,Swiggy,Mumbai,Food
2024-01-27,100631,Unknown,Delhi,Food
2024-01-13,6393,Amazon,Pune,Online
2024-02-17,7616,Amazon,Bangalore,Transfer
2024-01-23,60636,Unknown,Mumbai,Online
2024-01-05,3840,Amazon,Pune,Transfer
2024-02-06,291786,Unknown,Delhi,Food
2024-02-07,4123,Flipkart,Bangalore,Transfer
2024-02-20,4954,Amazon,Delhi,Online
2024-02-14,233374,Unknown,Delhi,Transfer
2024-01-06,232338,Unknown,Mumbai,Food
2024-01-10,3843,Zomato,Bangalore,Online
2024-02-21,5471,Amazon,Pune,Food
2024-01-24,207345,Unknown,Pune,Transfer
2024-02-12,53557,Unknown,Pune,Online
2024-02-18,85184,Unknown,Delhi,Food
2024-01-06,4403,Zomato,Bangalore,Online
2024-01-14,4141,Amazon,Mumbai,Food
2024-02-18,8069,Flipkart,Delhi,Food
2024-01-21,9799,Amazon,Pune,Food
2024-01-10,2570,Zomato,Mumbai,Transfer
2024-02-08,208700,Unknown,Pune,Food
2024-01-15,230686,Unknown,Pune,Online
2024-01-10,249646,Unknown,Bangalore,Food
2024-01-13,6549,Flipkart,Delhi,Online
2024-02-15,5465,Amazon,Mumbai,Transfer
2024-01-06,254171,Unknown,Mumbai,Transfer
2024-02-23,7517,Amazon,Mumbai,Transfer
2024-02-15,5472,Amazon,Delhi,Transfer
2024-02-03,4948,Zomato,Delhi,Online
2024-01-15,8508,Flipkart,Pune,Online
2024-02-02,7344,Amazon,Bangalore,Online
2024-03-01,5518,Swiggy,Pune,Transfer
2024-01-07,1458,Amazon,Bangalore,Food
2024-01-16,7739,Zomato,Mumbai,Food
2024-02-04,3086,Swiggy,Delhi,Food
2024-02-18,72399,Unknown,Pune,Online
2024-02-11,8027,Amazon,Pune,Transfer
2024-01-27,7424,Amazon,Bangalore,Food
2024-01-12,5324,Swiggy,Bangalore,Online
2024-02-28,232175,Unknown,Mumbai,Food
2024-02-01,4751,Swiggy,Delhi,Transfer
2024-01-12,8755,Zomato,Bangalore,Online
2024-02-11,818,Amazon,Pune,Online
2024-01-12,1102,Amazon,Pune,Online
2024-02-20,4762,Zomato,Mumbai,Food
2024-02-08,279280,Unknown,Bangalore,Food
2024-01-17,9885,Flipkart,Mumbai,Food
2024-01-23,142401,Unknown,Pune,Food
2024-02-15,286859,Unknown,Delhi,Food
2024-02-24,6381,Zomato,Pune,Transfer
2024-01-01,239164,Unknown,Mumbai,Food
2024-02-27,229185,Unknown,Mumbai,Transfer
2024-01-12,4873,Flipkart,Pune,Transfer
2024-01-06,7813,Flipkart,Delhi,Transfer
2024-02-09,8910,Amazon,Bangalore,Transfer
2024-02-16,6638,Flipkart,Mumbai,Transfer
2024-02-14,2632,Flipkart,Mumbai,Food
2024-01-28,3396,Swiggy,Delhi,Food
2024-01-26,5814,Swiggy,Mumbai,Food
2024-01-24,102749,Unknown,Bangalore,Food
2024-02-22,211864,Unknown,Pune,Online
2024-01-22,5759,Swiggy,Bangalore,Food
2024-01-27,9829,Zomato,Bangalore,Online
2024-02-07,6473,Zomato,Pune,Transfer
2024-01-16,8621,Amazon,Bangalore,Food
2024-02-12,5146,Swiggy,Pune,Food
2024-02-01,7649,Zomato,Mumbai,Online
2024-03-01,8029,Zomato,Delhi,Transfer
2024-01-24,4934,Flipkart,Delhi,Transfer
2024-02-02,8492,Flipkart,Delhi,Online
2024-01-15,2943,Zomato,Pune,Food
2024-02-29,1071,Flipkart,Delhi,Online
2024-02-07,6787,Zomato,Bangalore,Food
2024-02-29,6907,Amazon,Delhi,Online
2024-02-25,721,Amazon,Pune,Online
2024-01-29,9415,Swiggy,Pune,Online
2024-02-06,6065,Flipkart,Mumbai,Online
2024-01-21,77896,Unknown,Pune,Food
2024-01-16,4895,Amazon,Delhi,Online
2024-02-14,9205,Amazon,Pune,Online
2024-01-11,5410,Amazon,Mumbai,Online
2024-02-03,8059,Amazon,Mumbai,Food
2024-02-29,257172,Unknown,Bangalore,Transfer
2024-02-05,89645,Unknown,Bangalore,Transfer
2024-01-24,2321,Amazon,Bangalore,Online
2024-02-12,151287,Unknown,Delhi,Transfer
2024-01-16,4821,Flipkart,Bangalore,Transfer
2024-02-26,7918,Swiggy,Mumbai,Food
2024-01-02,5243,Amazon,Pune,Food
2024-02-25,1751,Flipkart,Delhi,Online
2024-01-18,283212,Unknown,Delhi,Transfer
2024-02-11,145987,Unknown,Mumbai,Food
2024-02-20,1647,Zomato,Mumbai,Transfer
2024-02-22,1552,Zomato,Mumbai,Food
2024-01-30,6980,Swiggy,Delhi,Food
2024-01-05,251063,Unknown,Delhi,Online
2024-01-22,93686,Unknown,Pune,Food
2024-02-22,2479,Flipkart,Pune,Food
2024-01-03,82439,Unknown,Pune,Online
2024-02-27,261409,Unknown,Bangalore,Online
2024-01-25,1416,Flipkart,Bangalore,Online
2024-02-04,3886,Swiggy,Delhi,Online
2024-02-13,938,Flipkart,Mumbai,Transfer
2024-01-16,5265,Flipkart,Bangalore,Transfer
2024-02-18,9107,Zomato,Pune,Transfer
2024-02-19,91574,Unknown,Mumbai,Transfer
2024-01-17,9776,Zomato,Mumbai,Food
2024-01-23,9846,Zomato,Pune,Food
2024-01-07,239859,Unknown,Mumbai,Transfer
2024-01-03,7232,Zomato,Pune,Online
2024-02-18,8098,Zomato,Delhi,Food
2024-02-07,275124,Unknown,Delhi,Food
2024-02-14,2810,Zomato,Bangalore,Online
2024-02-11,5108,Swiggy,Delhi,Online
2024-02-13,8045,Swiggy,Delhi,Food
2024-01-19,6164,Zomato,Delhi,Online
2024-01-26,215807,Unknown,Bangalore,Food
2024-02-05,3792,Flipkart,Bangalore,Transfer
2024-02-27,2408,Zomato,Mumbai,Transfer
2024-02-13,7162,Amazon,Mumbai,Food
2024-02-04,2510,Amazon,Pune,Food
2024-01-13,4209,Swiggy,Mumbai,Food
2024-01-10,5539,Swiggy,Mumbai,Transfer
2024-01-08,4748,Zomato,Pune,Transfer
2024-01-12,7635,Flipkart,Mumbai,Transfer
2024-02-23,7001,Swiggy,Pune,Online
2024-01-16,77071,Unknown,Pune,Online
2024-02-11,7635,Amazon,Bangalore,Online
2024-02-19,9874,Amazon,Delhi,Food
2024-01-21,8402,Amazon,Mumbai,Food
2024-01-31,3686,Flipkart,Delhi,Online
